Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
15241,1,1.0,42.25290697682539,38.33288348695169,6.0,6,9.0,2018,0.007122317,B,B,1,264,0,900.0,0,1,B,156934.44008785818,0,1,0,1,0,1,0,1,0,1,0,1
393,27,2.0,62.08691755951106,32.78126,6.0,3,22.0,1977,0.211401214,B,B,9,1892,0,900.0,0,1,B,148406.6438237674,0,1,0,1,0,1,0,1,0,1,0,1
16676,153,2.0,58.320378741052046,35.028784975003184,9.0,8,12.0,1993,0.033493708,B,B,66,10573,1,1322.0,3,8,B,238031.89923682183,0,1,0,1,0,1,0,1,0,1,0,1
6920,21,1.0,33.06696178136486,22.043538834879797,6.0,3,5.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B,151148.23182253467,0,1,0,1,0,1,0,1,0,1,0,1
8896,21,1.0,32.58555728807074,21.090604038934934,6.0,5,9.0,1969,0.194489265,B,B,47,8004,3,125.0,3,5,B,145834.22082293153,0,1,0,1,0,1,0,1,0,1,0,1
449,108,2.0,60.74938321403846,35.931897976696426,8.0,8,6.0,1958,0.0,B,B,25,5027,4,46.0,1,1,B,441313.8301895504,0,1,0,1,0,1,0,1,0,1,0,1
204,6,3.0,78.68911711283644,32.78126,6.0,10,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,218209.50164159152,0,1,0,1,0,1,0,1,0,1,0,1
4308,52,1.0,42.19165286502179,22.235532549025145,7.0,15,17.0,2007,0.371148999,B,B,34,7065,1,750.0,2,5,B,185991.0064400347,0,1,0,1,0,1,0,1,0,1,0,1
3574,21,1.0,39.0835481331601,22.50309517061736,6.0,3,9.0,1972,0.194489265,B,B,47,8004,3,125.0,3,5,B,148576.69268698507,0,1,0,1,0,1,0,1,0,1,0,1
12674,99,2.0,66.00466354638883,35.13594793879209,10.0,4,17.0,1995,0.033493708,B,B,66,10573,1,1322.0,3,8,B,254023.50696136343,0,1,0,1,0,1,0,1,0,1,0,1
2755,110,1.0,34.723467864756266,14.980639345004905,10.0,13,24.0,2000,0.033493708,B,B,66,10573,1,1322.0,3,8,B,162309.99664458347,0,1,0,1,0,1,0,1,0,1,0,1
11830,10,3.0,64.91432574566124,44.13605257418913,7.0,8,9.0,1970,0.089039719,B,B,33,7976,5,900.0,0,11,B,284538.7585743864,0,1,0,1,0,1,0,1,0,1,0,1
9704,30,2.0,62.32551912618736,32.78126,6.0,13,6.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,180201.521199144,0,1,0,1,0,1,0,1,0,1,0,1
3551,77,1.0,35.831411582891505,20.883020347667703,6.0,10,6.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,174444.09444427415,0,1,0,1,0,1,0,1,0,1,0,1
9873,8,1.0,41.55312394606192,19.146716700530735,7.0,9,9.0,1990,0.458174486,B,A,26,4439,1,1130.0,1,5,B,156749.80856118046,0,1,1,0,0,1,0,1,1,0,0,1
4801,39,2.0,60.47741090338466,34.76661225457048,8.0,19,21.0,1991,0.428825818,B,B,25,5011,8,730.0,0,2,B,217855.86445503676,0,1,0,1,0,1,0,1,0,1,0,1
7024,99,2.0,42.94289019051726,25.480404460591753,6.0,13,6.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B,161263.41450165247,0,1,0,1,0,1,0,1,0,1,0,1
762,37,3.0,50.12917190182301,38.04375623878061,6.0,1,9.0,1974,0.127811589,B,B,28,7287,5,320.0,1,3,B,68580.78152118537,0,1,0,1,0,1,0,1,0,1,0,1
8588,99,2.0,46.83906742011983,31.53865864518181,6.0,8,9.0,1970,0.012338886,B,B,35,5776,1,2078.0,2,4,B,186983.0215857216,0,1,0,1,0,1,0,1,0,1,0,1
7942,63,1.0,48.27489397384559,28.542843973845592,8.0,17,17.0,2016,0.23861713,B,B,26,3889,6,705.0,3,6,B,280529.2709327068,0,1,0,1,0,1,0,1,0,1,0,1
4119,9,3.0,83.34132288421362,47.4995515769038,8.0,8,14.0,1998,0.161531741,B,B,25,5648,1,30.0,2,4,B,259387.8345005739,0,1,0,1,0,1,0,1,0,1,0,1
3792,99,1.0,37.58543429408328,21.84570619977965,9.0,12,16.0,1979,0.033493708,B,B,66,10573,1,1322.0,3,8,B,170770.17464740036,0,1,0,1,0,1,0,1,0,1,0,1
16179,23,1.0,42.85044376661134,32.78126,6.0,17,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,110596.14477158873,0,1,0,1,0,1,0,1,0,1,0,1
12970,6,3.0,75.87805102260644,32.78126,6.0,15,6.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,207703.24127700858,0,1,0,1,0,1,0,1,0,1,0,1
8473,74,1.0,45.348564837322385,32.78126,6.0,13,6.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,148455.7515576106,0,1,0,1,0,1,0,1,0,1,0,1
6588,26,2.0,63.50832247671888,35.84953508394979,10.0,11,16.0,1986,0.0,B,B,36,6714,2,2672.0,0,2,B,296679.91030011984,0,1,0,1,0,1,0,1,0,1,0,1
13173,58,1.0,48.415335128467724,32.78126,6.0,6,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,109261.33159265279,0,1,0,1,0,1,0,1,0,1,0,1
12753,88,1.0,38.62616437739987,19.171490137373407,9.0,10,16.0,1980,0.127375905,B,B,43,8429,3,900.0,3,9,B,182028.1031084914,0,1,0,1,0,1,0,1,0,1,0,1
13161,27,3.0,78.42420264316898,77.57428262429988,10.0,13,22.0,2019,0.211401214,B,B,9,1892,0,900.0,0,1,B,174924.30755996407,0,1,0,1,0,1,0,1,0,1,0,1
226,85,2.0,47.73200889958543,29.91542633141676,6.0,10,6.0,1979,0.037177818,B,B,52,11217,1,2300.0,1,7,B,212448.39367790488,0,1,0,1,0,1,0,1,0,1,0,1
8811,49,1.0,42.12160341496365,20.918989511681264,8.0,4,17.0,2008,0.020741326,B,B,24,5613,5,1340.0,2,5,B,170988.64996512927,0,1,0,1,0,1,0,1,0,1,0,1
15282,192,2.0,48.96300863868005,30.236864608104607,6.0,4,9.0,1969,0.225824954,A,B,41,6558,7,1548.0,3,2,B,220060.50495178282,1,0,0,1,0,1,1,0,0,1,0,1
14503,79,1.0,43.77412249936992,21.58003562416565,8.0,11,14.0,1970,0.307466659,B,A,30,5048,9,325.0,2,5,B,203801.768016864,0,1,1,0,0,1,0,1,1,0,0,1
6230,170,1.0,34.61915561052068,17.958097641599444,8.0,4,14.0,1974,0.21843974,B,B,21,4472,6,1450.0,4,7,A,193741.17296586387,0,1,0,1,1,0,0,1,0,1,1,0
16158,29,1.0,36.43062833308925,21.195455147549538,9.0,12,12.0,1968,0.069660344,B,B,31,6119,4,900.0,1,2,B,204550.68886474578,0,1,0,1,0,1,0,1,0,1,0,1
15266,9,1.0,46.64466371052094,22.95100836013141,8.0,9,14.0,1997,0.161531741,B,B,25,5648,1,30.0,2,4,B,137106.28654171937,0,1,0,1,0,1,0,1,0,1,0,1
11078,27,2.0,52.900394349909476,34.61138797827401,8.0,4,12.0,1988,0.211401214,B,B,9,1892,0,900.0,0,1,B,179144.68437977578,0,1,0,1,0,1,0,1,0,1,0,1
3135,6,1.0,39.08799621090749,19.35594621090749,6.0,6,6.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,121691.60561938374,0,1,0,1,0,1,0,1,0,1,0,1
15182,5,1.0,33.93883390216411,20.05232346919313,6.0,1,5.0,1968,0.150817539,B,B,16,3433,4,2643.0,4,5,B,141183.02286365165,0,1,0,1,0,1,0,1,0,1,0,1
2353,21,1.0,36.33760824945361,22.064042840076084,6.0,3,5.0,1961,0.034331497,B,B,25,5487,3,900.0,0,4,B,158410.74243298176,0,1,0,1,0,1,0,1,0,1,0,1
7094,47,1.0,38.08291293146451,24.890328421054424,8.0,1,14.0,2002,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,168382.66201739258,0,1,0,1,0,1,0,1,0,1,0,1
11358,119,1.0,30.331459646401,19.386674019886122,6.0,7,9.0,1969,0.000995363,B,B,42,7651,1,900.0,1,5,B,151693.94838925893,0,1,0,1,0,1,0,1,0,1,0,1
16088,44,1.0,38.60736826997614,22.247429805216196,8.0,6,17.0,1985,0.036122292,B,B,24,4378,0,1036.0,1,1,B,206824.31772346774,0,1,0,1,0,1,0,1,0,1,0,1
9400,3,3.0,65.1172141378549,43.052044357107974,10.0,1,12.0,1976,0.050900058,B,B,43,10621,1,30.0,2,3,B,229847.41319314946,0,1,0,1,0,1,0,1,0,1,0,1
9574,24,3.0,75.45295462681956,44.784259885076374,8.0,6,9.0,1990,0.111627393,B,B,50,12238,8,1970.0,2,3,B,362621.5371756108,0,1,0,1,0,1,0,1,0,1,0,1
9272,78,2.0,45.35447718531494,27.11824360755332,6.0,9,9.0,1973,0.092290642,B,B,21,4346,2,165.0,1,2,B,191800.7378228204,0,1,0,1,0,1,0,1,0,1,0,1
8679,1,1.0,42.9480693075628,40.01853642482915,6.0,9,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,140030.49786661414,0,1,0,1,0,1,0,1,0,1,0,1
13531,124,2.0,38.385068173263605,23.058817537675196,6.0,7,14.0,1975,0.16909109,B,B,19,3856,10,900.0,2,5,B,245221.41071646305,0,1,0,1,0,1,0,1,0,1,0,1
4507,9,1.0,41.02584486087945,25.050212789556788,8.0,4,14.0,1994,0.161531741,B,B,25,5648,1,30.0,2,4,B,135399.68953737765,0,1,0,1,0,1,0,1,0,1,0,1
2599,1,1.0,59.0677414352971,32.78126,6.0,7,6.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,148806.13236381314,0,1,0,1,0,1,0,1,0,1,0,1
6984,23,2.0,66.24879057834119,32.78126,6.0,6,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,185672.88126362767,0,1,0,1,0,1,0,1,0,1,0,1
12801,135,3.0,96.04848255605506,58.186582719298045,17.0,4,10.0,1959,0.007658515,B,B,35,7077,56,2301.0,3,19,B,443720.4292414559,0,1,0,1,0,1,0,1,0,1,0,1
12402,120,2.0,57.041145322667894,33.60050998335377,9.0,15,17.0,1991,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,260501.53248290185,0,1,0,1,0,1,0,1,0,1,0,1
14361,9,2.0,61.50524477737676,32.78126,6.0,3,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,175084.4153838093,0,1,0,1,0,1,0,1,0,1,0,1
2555,121,1.0,41.339323770725436,21.061138085221714,8.0,8,14.0,1990,0.212515361,B,B,19,3293,16,628.0,3,7,B,242891.42852112078,0,1,0,1,0,1,0,1,0,1,0,1
3556,53,2.0,60.7270380986098,58.79692224173022,6.0,18,6.0,2016,0.049637257,B,B,34,7759,0,229.0,1,3,B,277487.6202538834,0,1,0,1,0,1,0,1,0,1,0,1
3914,24,4.0,155.93002308219886,76.83129273788872,15.0,6,22.0,2012,0.111627393,B,B,50,12238,8,1970.0,2,3,B,559886.9653484939,0,1,0,1,0,1,0,1,0,1,0,1
3919,1,1.0,38.225002064985205,32.78126,6.0,4,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,157265.46423687323,0,1,0,1,0,1,0,1,0,1,0,1
10236,23,2.0,58.259419865319174,32.78126,6.0,3,17.0,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,83192.84453632444,0,1,0,1,0,1,0,1,0,1,0,1
392,75,2.0,51.707209454066856,30.96913630287427,7.0,2,6.0,1957,0.122090347,B,B,29,6566,7,1894.0,4,0,B,235205.59198066298,0,1,0,1,0,1,0,1,0,1,0,1
13024,53,2.0,56.637200916161994,32.78126,6.0,14,22.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B,276667.9983615997,0,1,0,1,0,1,0,1,0,1,0,1
5706,74,3.0,113.77465161741644,32.78126,6.0,15,6.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,339807.8649743253,0,1,0,1,0,1,0,1,0,1,0,1
13470,190,3.0,67.42646132403105,41.044340030064774,8.0,9,9.0,1967,0.0,B,B,30,7538,87,4702.0,5,5,B,595468.0775639741,0,1,0,1,0,1,0,1,0,1,0,1
10160,38,3.0,77.72373339931231,48.454147473185216,10.0,18,6.0,2006,0.060753049,B,B,15,2787,2,520.0,0,7,B,340799.7950044897,0,1,0,1,0,1,0,1,0,1,0,1
3302,30,2.0,104.51189447454391,86.46017109365864,6.0,25,39.0,2009,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,193885.91811425524,0,1,0,1,0,1,0,1,0,1,0,1
2895,62,1.0,56.72475419057101,32.78126,6.0,4,6.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,135721.83974457544,0,1,0,1,1,0,0,1,0,1,1,0
15829,104,3.0,75.77759870899308,45.38115607777142,9.0,2,9.0,1985,0.327018035,B,B,12,2270,23,2500.0,1,0,B,468039.07550045673,0,1,0,1,0,1,0,1,0,1,0,1
1356,6,3.0,82.80487248617537,80.21855511146731,6.0,15,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,240222.7462223191,0,1,0,1,0,1,0,1,0,1,0,1
5987,54,2.0,44.12702159418701,30.983110205571183,6.0,6,9.0,1966,0.006076152,B,B,30,5285,0,645.0,6,6,B,234208.25248019656,0,1,0,1,0,1,0,1,0,1,0,1
13992,10,2.0,46.581230845762526,29.85616894985225,6.0,5,9.0,1970,0.089039719,B,B,33,7976,5,900.0,0,11,B,231554.4969783668,0,1,0,1,0,1,0,1,0,1,0,1
14694,61,3.0,61.57184437519285,44.94117551591283,6.0,4,9.0,1977,0.300322518,B,B,52,10311,6,900.0,1,9,B,262307.53684080194,0,1,0,1,0,1,0,1,0,1,0,1
3195,27,3.0,84.69495923956677,32.78126,6.0,15,6.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,244004.6215438027,0,1,0,1,1,0,0,1,0,1,1,0
3534,27,1.0,39.23671338883684,23.417777007490805,8.0,3,4.0,2003,0.041116354,B,B,53,14892,4,900.0,1,4,B,159549.25998376225,0,1,0,1,0,1,0,1,0,1,0,1
13260,8,3.0,76.46728724305476,47.392014501375044,10.0,5,17.0,1986,0.092290642,B,B,21,4346,2,165.0,1,2,B,299099.14579604525,0,1,0,1,0,1,0,1,0,1,0,1
12636,121,2.0,58.923330566342145,36.05527207624432,10.0,10,10.0,1984,0.212515361,B,B,19,3293,16,628.0,3,7,B,92345.04441301573,0,1,0,1,0,1,0,1,0,1,0,1
10843,46,3.0,64.00990804921493,48.68366431126661,6.0,6,9.0,1972,0.188783766,B,B,31,6137,4,900.0,0,1,B,268580.1207715209,0,1,0,1,0,1,0,1,0,1,0,1
1517,21,1.0,34.252764508743624,22.221434928680853,6.0,2,5.0,1963,0.034331497,B,B,25,5487,3,900.0,0,4,B,169604.54590520987,0,1,0,1,0,1,0,1,0,1,0,1
4753,78,1.0,40.79511356208956,17.067598322595245,10.0,4,14.0,1999,0.219006007,B,B,28,6746,3,900.0,1,4,B,170139.55078211564,0,1,0,1,0,1,0,1,0,1,0,1
1075,59,1.0,38.72607306537846,23.2031390064024,9.0,12,12.0,1972,0.309479124,B,B,35,7715,4,990.0,0,6,B,153912.04450356893,0,1,0,1,0,1,0,1,0,1,0,1
10989,1,2.0,52.41126741042163,32.78126,6.0,4,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,171903.2479743833,0,1,0,1,0,1,0,1,0,1,0,1
13820,46,1.0,41.444793249515975,21.712743249515974,6.0,10,6.0,2015,0.0,B,B,47,11319,0,1145.0,3,5,B,228851.9000290721,0,1,0,1,0,1,0,1,0,1,0,1
15665,6,2.0,61.408929214621296,32.78126,6.0,5,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,180182.53659002468,0,1,0,1,0,1,0,1,0,1,0,1
3338,142,2.0,45.26138814007078,29.89308829817431,6.0,2,5.0,1964,0.051942062,B,B,17,4017,7,800.0,2,0,B,203496.42275613005,0,1,0,1,0,1,0,1,0,1,0,1
9746,62,3.0,85.46510744672763,32.78126,6.0,4,6.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,181127.34406451692,0,1,0,1,1,0,0,1,0,1,1,0
14412,93,1.0,41.41276894700758,22.500219677797027,8.0,6,12.0,1982,0.050900058,B,B,43,10621,1,30.0,2,3,B,148027.39669651806,0,1,0,1,0,1,0,1,0,1,0,1
12756,13,3.0,89.0786746552485,54.65086379632756,10.0,15,16.0,2005,0.090799103,B,B,74,19083,2,900.0,5,15,B,358153.6722144499,0,1,0,1,0,1,0,1,0,1,0,1
2296,3,1.0,46.82863839712961,21.61636159196493,8.0,13,16.0,2007,0.050900058,B,B,43,10621,1,30.0,2,3,B,163482.28247604467,0,1,0,1,0,1,0,1,0,1,0,1
11126,27,3.0,47.93881882488553,32.78126,6.0,5,25.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,132867.42443345356,0,1,0,1,1,0,0,1,0,1,1,0
16685,58,2.0,51.025726736745156,32.789128507853476,7.0,4,14.0,2005,0.14890389099999998,B,B,9,1952,1,1430.0,3,2,B,187852.58758088152,0,1,0,1,0,1,0,1,0,1,0,1
4788,85,3.0,75.57682064031272,47.95222658765355,10.0,13,16.0,1983,0.037177818,B,B,52,11217,1,2300.0,1,7,B,428351.43667863647,0,1,0,1,0,1,0,1,0,1,0,1
4550,170,3.0,84.43656207006836,53.061572775085686,10.0,5,12.0,2002,0.21843974,B,B,21,4472,6,1450.0,4,7,A,494940.959044417,0,1,0,1,1,0,0,1,0,1,1,0
15395,18,3.0,76.97476064000577,46.76757187484997,10.0,12,17.0,1999,0.0,B,B,30,5562,0,900.0,0,5,A,118664.44296789927,0,1,0,1,1,0,0,1,0,1,1,0
15863,58,1.0,47.309137059960364,32.78126,6.0,1,1.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,114949.1067112693,0,1,0,1,0,1,0,1,0,1,0,1
4366,123,2.0,55.28391423588789,38.5910160136788,8.0,13,14.0,2002,0.0,B,B,47,11319,0,1145.0,3,5,B,293050.62286279013,0,1,0,1,0,1,0,1,0,1,0,1
10417,27,3.0,117.87053187796518,98.13848187796518,6.0,10,12.0,2019,0.072157581,B,B,2,629,1,900.0,0,0,A,240807.79734785442,0,1,0,1,1,0,0,1,0,1,1,0
13006,11,2.0,55.66120924897666,36.23740992127345,6.0,5,9.0,1974,0.00016967599999999998,B,B,36,5992,0,900.0,1,1,B,217362.7448885669,0,1,0,1,0,1,0,1,0,1,0,1
12011,54,2.0,38.94102600855078,27.694027301127445,6.0,4,9.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B,84733.33565611487,0,1,0,1,0,1,0,1,0,1,0,1
5294,21,2.0,38.6424073843227,22.82433873639226,7.0,4,12.0,1966,0.194489265,B,B,47,8004,3,125.0,3,5,B,170593.58649318168,0,1,0,1,0,1,0,1,0,1,0,1
373,58,1.0,56.785538238384746,32.78126,6.0,6,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,110407.1403339609,0,1,0,1,0,1,0,1,0,1,0,1
16210,58,2.0,42.87525672638054,25.829775023740964,6.0,6,12.0,1970,0.307466659,B,A,30,5048,9,325.0,2,5,B,209133.66005494012,0,1,1,0,0,1,0,1,1,0,0,1
3040,23,3.0,77.67369259549606,32.78126,6.0,10,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,189413.45313688414,0,1,0,1,0,1,0,1,0,1,0,1
5093,21,2.0,52.096981727127144,31.232627252129298,8.0,12,12.0,1971,0.034331497,B,B,25,5487,3,900.0,0,4,B,192355.2040396628,0,1,0,1,0,1,0,1,0,1,0,1
12135,23,2.0,52.54010744455442,51.19745600935472,6.0,3,3.0,1977,0.005767451,B,B,1,388,0,900.0,0,0,B,88328.25968620164,0,1,0,1,0,1,0,1,0,1,0,1
6506,94,3.0,61.411200239881325,46.57481637284087,6.0,9,9.0,1976,0.127375905,B,B,43,8429,3,900.0,3,9,B,242323.81611500354,0,1,0,1,0,1,0,1,0,1,0,1
225,84,2.0,49.42819850646502,31.374289874535346,9.0,14,14.0,1976,0.14966637300000002,B,B,22,4789,2,4087.0,4,1,B,288452.2107492009,0,1,0,1,0,1,0,1,0,1,0,1
14228,23,1.0,43.02519568855378,32.78126,6.0,9,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,112597.86756914055,0,1,0,1,0,1,0,1,0,1,0,1
16023,67,1.0,42.142800055846074,22.97423521503176,8.0,12,17.0,2000,0.0077202819999999985,B,B,38,4788,2,900.0,0,4,B,210316.49704039126,0,1,0,1,0,1,0,1,0,1,0,1
5563,23,3.0,104.200078409552,103.54705116715144,6.0,25,25.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,245484.3236244889,0,1,0,1,0,1,0,1,0,1,0,1
10167,6,3.0,76.87829122135686,32.78126,6.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,204024.0965054403,0,1,0,1,0,1,0,1,0,1,0,1
13268,45,2.0,59.69225357710455,32.78126,6.0,19,6.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,307299.7482291435,0,1,0,1,0,1,0,1,0,1,0,1
14353,128,1.0,42.557062384528066,20.68441361899767,8.0,13,17.0,1993,0.0,B,B,27,4798,0,30.0,2,8,B,177857.58908813997,0,1,0,1,0,1,0,1,0,1,0,1
6752,101,2.0,47.387953857277346,29.33595874661025,6.0,4,5.0,1969,0.225824954,A,B,41,6558,7,1548.0,3,2,B,183373.42673615066,1,0,0,1,0,1,1,0,0,1,0,1
72,1,2.0,62.37532900077915,61.60022138500359,6.0,22,22.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,211485.16688336481,0,1,0,1,0,1,0,1,0,1,0,1
1266,1,2.0,54.56150752687176,34.82945752687176,8.0,10,14.0,1977,0.025609157,B,B,33,5261,0,240.0,3,1,B,186082.41441463726,0,1,0,1,0,1,0,1,0,1,0,1
11127,27,1.0,45.76959279505709,19.11004342693216,6.0,7,9.0,2017,0.017647053,B,B,2,469,0,900.0,0,0,B,137970.69398488378,0,1,0,1,0,1,0,1,0,1,0,1
3332,30,1.0,47.39535756574768,32.78126,6.0,16,22.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,168983.67074479832,0,1,0,1,0,1,0,1,0,1,0,1
15875,70,3.0,71.78210465426531,50.143721854882315,7.0,17,6.0,1977,0.002211665,B,B,39,7614,3,900.0,1,5,A,309943.98699318344,0,1,0,1,1,0,0,1,0,1,1,0
5472,52,1.0,37.38976733849772,21.35432791237536,7.0,15,17.0,2007,0.371148999,B,B,34,7065,1,750.0,2,5,B,85692.70867365539,0,1,0,1,0,1,0,1,0,1,0,1
2244,21,2.0,43.28277493388888,29.09239357525217,6.0,4,5.0,1965,0.034331497,B,B,25,5487,3,900.0,0,4,B,167347.94507687842,0,1,0,1,0,1,0,1,0,1,0,1
6237,6,2.0,68.49563568781176,48.763585687811755,6.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,178486.3857593849,0,1,0,1,0,1,0,1,0,1,0,1
8552,48,3.0,95.2101094940806,95.03823642733325,6.0,18,6.0,2014,0.041124634,B,B,46,9515,5,900.0,1,10,B,477900.3711537622,0,1,0,1,0,1,0,1,0,1,0,1
1599,78,1.0,26.47400856781837,13.405619613324644,6.0,7,9.0,1974,0.219006007,B,B,28,6746,3,900.0,1,4,B,141230.16173777624,0,1,0,1,0,1,0,1,0,1,0,1
2398,62,1.0,50.022583201627796,30.290533201627795,6.0,14,6.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,130720.19685856169,0,1,0,1,1,0,0,1,0,1,1,0
10941,23,1.0,31.70223668085135,11.970186680851349,6.0,14,6.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,76228.91831441359,0,1,0,1,0,1,0,1,0,1,0,1
1664,78,1.0,41.71278490541047,21.814618526794394,7.0,9,17.0,2004,0.219006007,B,B,28,6746,3,900.0,1,4,B,206128.4218922148,0,1,0,1,0,1,0,1,0,1,0,1
7083,58,1.0,40.445091543397155,23.463810080253854,8.0,1,17.0,1996,0.060753049,B,B,15,2787,2,520.0,0,7,B,169393.95649167825,0,1,0,1,0,1,0,1,0,1,0,1
11592,45,2.0,60.52255459973034,40.79050459973034,6.0,22,25.0,2017,0.195781053,B,B,23,5212,6,900.0,3,2,B,349107.6662895085,0,1,0,1,0,1,0,1,0,1,0,1
760,30,2.0,54.178589938648386,32.78126,6.0,11,6.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,155127.60242332306,0,1,0,1,0,1,0,1,0,1,0,1
6880,27,1.0,36.518908790701936,35.50226621904008,6.0,18,25.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,121812.50364434965,0,1,0,1,1,0,0,1,0,1,1,0
2960,75,1.0,40.684031701267735,19.059439769481198,10.0,16,16.0,1985,0.307466659,B,A,30,5048,9,325.0,2,5,B,172668.32609308607,0,1,1,0,0,1,0,1,1,0,0,1
10807,120,3.0,58.964244575852724,39.54078470321807,6.0,6,9.0,1976,0.341071945,B,B,27,5664,48,2300.0,3,11,B,86480.95622349638,0,1,0,1,0,1,0,1,0,1,0,1
8619,30,3.0,77.3212429174443,32.78126,6.0,23,25.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,192887.12548700933,0,1,0,1,0,1,0,1,0,1,0,1
1651,1,1.0,47.314856724809296,32.78126,6.0,10,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,166402.44394793353,0,1,0,1,0,1,0,1,0,1,0,1
5142,27,3.0,87.91610629694985,32.78126,10.0,2,6.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,243750.128071527,0,1,0,1,1,0,0,1,0,1,1,0
9190,58,1.0,41.05990020829388,23.279029459353428,8.0,5,10.0,2001,0.31019913,B,B,11,2748,1,900.0,0,0,B,88763.45123886777,0,1,0,1,0,1,0,1,0,1,0,1
16282,6,3.0,79.14867147928732,32.78126,6.0,4,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,201823.99094637675,0,1,0,1,0,1,0,1,0,1,0,1
5996,62,1.0,38.634875259084225,32.78126,6.0,10,25.0,1977,0.072157581,B,B,2,629,1,900.0,0,0,A,114585.5764879634,0,1,0,1,1,0,0,1,0,1,1,0
9859,48,1.0,40.04461772789559,20.20844049069904,8.0,13,16.0,1989,0.041124634,B,B,46,9515,5,900.0,1,10,B,204988.8017086798,0,1,0,1,0,1,0,1,0,1,0,1
5027,101,1.0,26.93009797821492,19.34331787892562,6.0,3,5.0,1969,0.225824954,A,B,41,6558,7,1548.0,3,2,B,129395.95749947095,1,0,0,1,0,1,1,0,0,1,0,1
9040,29,1.0,32.04053012294702,17.386765612889334,6.0,5,5.0,1961,0.069660344,B,B,31,6119,4,900.0,1,2,B,139518.17196762437,0,1,0,1,0,1,0,1,0,1,0,1
4829,34,2.0,75.84973204664206,75.74729774501648,6.0,24,6.0,2016,0.069753361,B,B,53,13670,4,900.0,1,11,B,426985.6670578486,0,1,0,1,0,1,0,1,0,1,0,1
13344,1,1.0,53.66310844655041,32.78126,6.0,9,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,178606.39957564612,0,1,0,1,0,1,0,1,0,1,0,1
